price,bedrooms,sqft_living,grade,bathrooms,sqft_lot,floors,waterfront,view,condition
247500.0,3,1960,7,1.75,15681,1.0,0,0,3
199000.0,4,1160,7,1.5,6400,1.0,0,0,4
314000.0,3,1810,7,1.75,41800,1.0,0,0,5
437500.0,3,2320,9,2.5,36847,2.0,0,2,3
850830.0,3,2070,9,2.5,13241,1.5,0,0,5
555000.0,3,1980,7,2.0,3478,1.5,0,0,4
699950.0,3,2190,8,2.25,107593,2.0,0,0,4
1090000.0,3,2920,8,2.5,8113,2.0,0,0,3
290000.0,3,1210,7,1.0,33919,1.0,0,0,3
375000.0,3,2340,8,2.5,10005,1.0,0,0,4
460000.0,3,1670,7,1.0,4005,1.5,0,0,4
188500.0,2,1240,8,1.75,2493,1.0,0,0,4
680000.0,4,3140,10,2.5,28037,2.0,0,0,4
470000.0,5,2030,7,1.75,12342,2.0,0,0,4
597750.0,4,2310,8,2.5,9624,2.0,0,0,3
570000.0,3,1260,6,1.75,3328,1.0,0,0,5
272500.0,3,1540,7,1.75,12600,1.0,0,0,4
329950.0,3,2080,7,1.75,5969,1.0,0,2,3
480000.0,4,3230,9,2.5,16171,2.0,0,3,3
740500.0,3,4380,8,3.5,6350,2.0,0,0,3
518500.0,3,1590,8,3.5,1102,3.0,0,0,3
205425.0,2,880,6,1.0,6780,1.0,0,0,4
171800.0,4,1570,6,2.0,9600,1.0,0,0,3
535000.0,4,1610,7,1.0,2982,1.5,0,0,4
660000.0,3,2400,8,2.5,6474,1.0,0,2,3
391500.0,3,1450,7,2.0,9132,1.0,0,0,3
395000.0,2,770,6,1.0,6000,1.0,0,0,3
445000.0,4,2100,7,1.75,4400,1.5,0,0,5
770000.0,3,2910,9,2.25,10204,2.0,0,0,3
1450000.0,4,2750,8,2.75,17789,1.5,0,0,3
445000.0,3,2100,8,2.25,8201,1.0,0,2,3
260000.0,4,2160,8,2.25,8811,1.0,0,0,3
822500.0,5,2320,7,3.5,4960,2.0,0,0,5
430000.0,4,2070,7,2.5,4310,2.0,0,0,3
212000.0,3,1060,7,1.75,7875,1.0,0,0,4
660500.0,4,2010,8,2.25,9603,1.0,0,0,3
784000.0,3,3950,9,3.5,111078,1.5,0,0,3
453246.0,3,2010,8,2.5,2287,2.0,0,0,3
675000.0,4,2140,9,3.5,2278,3.0,0,0,3
199000.0,3,1320,7,1.75,17390,1.0,0,0,4
220000.0,4,2020,7,1.75,7840,1.0,0,0,3
452000.0,4,2590,8,2.25,10002,1.0,0,0,4
382500.0,2,1190,6,1.0,4440,1.0,0,0,3
519950.0,3,1170,8,2.25,1249,3.0,0,0,3
665000.0,2,1110,7,1.0,3200,1.0,0,0,3
527700.0,5,2820,8,2.5,9375,1.0,0,0,4
205000.0,3,1610,7,1.0,8579,1.0,0,0,4
420000.0,3,1060,7,1.0,8097,1.0,0,0,4
500000.0,4,2030,8,2.25,8517,1.0,0,0,4
890000.0,4,2550,8,1.0,4000,2.0,0,0,3
430000.0,2,2420,7,2.5,60984,2.0,0,0,3
258000.0,5,2260,8,2.0,12500,1.0,0,0,4
511000.0,3,1430,7,1.0,3455,1.0,0,0,3
532170.0,3,1360,8,2.0,3090,2.0,0,0,3
560000.0,3,1110,7,1.0,5000,1.5,0,0,3
282950.0,3,1250,7,1.0,8200,1.0,0,0,4
350000.0,1,700,7,1.0,5100,1.0,0,0,3
215000.0,3,1180,7,1.0,7669,1.0,0,0,4
650000.0,5,3960,9,3.5,25245,2.0,0,0,3
320000.0,4,2640,8,2.75,7500,1.0,0,0,3
247000.0,3,1270,7,2.0,7198,1.5,0,0,3
320000.0,4,1760,8,1.75,11180,1.0,0,0,4
255000.0,5,2060,7,2.25,8632,1.0,0,0,3
438000.0,3,1780,7,1.75,9660,1.0,0,0,3
900000.0,3,3400,10,2.5,16603,2.0,0,0,3
441000.0,3,1910,7,2.75,7280,1.0,0,0,3
420000.0,3,2020,7,2.0,38332,1.0,0,0,4
370000.0,3,1580,7,1.75,7000,1.0,0,0,3
269950.0,2,1340,5,1.75,7250,1.0,0,0,5
807100.0,4,2680,9,2.5,4499,2.0,0,0,3
653000.0,3,2680,8,2.5,9750,1.0,0,0,4
371500.0,3,1370,7,2.0,8336,1.0,0,0,5
284000.0,3,1560,7,1.75,21000,1.0,0,0,3
272000.0,3,2160,7,1.75,7140,1.0,0,0,4
313000.0,3,1340,7,1.5,7912,1.5,0,0,3
917500.0,4,3880,10,2.5,35003,2.0,0,0,3
673000.0,4,2590,8,2.25,8190,2.0,0,0,4
425000.0,3,1120,8,2.5,1100,2.0,0,0,3
399950.0,5,1970,7,2.75,5400,1.0,0,0,3
385000.0,3,1220,6,1.0,4800,1.0,0,0,3
269950.0,3,1950,7,1.5,7560,1.0,0,2,4
330000.0,2,1350,7,1.0,8220,1.0,0,0,3
260000.0,3,1670,7,2.5,5797,2.0,0,0,3
470000.0,4,2380,7,3.0,5125,1.5,0,0,4
589000.0,4,2440,7,3.0,9600,2.0,0,0,5
163500.0,2,1050,7,1.5,3419,2.0,0,0,3
835000.0,4,3130,9,2.75,13412,2.0,0,0,3
1100000.0,5,4090,10,3.0,12850,1.0,0,2,4
269000.0,4,1490,8,1.75,10000,1.0,0,0,4
560000.0,3,1900,8,2.5,8744,2.0,0,0,3
615000.0,4,1330,6,1.0,2400,1.5,0,0,4
585188.0,3,2230,8,2.25,10026,1.0,0,0,3
305000.0,3,1650,7,1.75,9480,1.0,0,0,3
166950.0,3,1190,6,1.0,8820,1.0,0,0,3
799000.0,3,2140,8,2.5,9897,1.0,0,0,4
400000.0,3,2180,7,2.5,7508,1.0,0,0,4
230000.0,3,1060,7,1.0,10228,1.0,0,0,3
256883.0,3,1690,8,2.5,5025,2.0,0,0,3
423000.0,4,1970,7,2.0,6480,1.5,0,0,5
465000.0,3,2150,8,2.5,4084,2.0,0,0,3
440000.0,3,1910,7,2.5,66211,2.0,0,0,3
385000.0,3,1350,7,1.75,155073,1.0,0,0,4
210000.0,3,860,6,1.0,11725,1.0,0,0,4
297000.0,3,1940,8,2.5,14952,2.0,0,0,3
470000.0,3,1010,7,1.0,5000,1.0,0,0,3
226500.0,3,1300,7,1.5,7370,1.0,0,0,4
274250.0,3,910,6,1.0,8450,1.0,0,0,4
840000.0,4,2480,9,1.75,11010,1.0,0,0,4
677900.0,3,2440,8,2.5,4587,2.0,0,0,3
425000.0,3,1010,7,1.0,5864,1.0,0,0,3
180250.0,2,900,6,0.75,9600,1.0,0,0,3
464000.0,6,2300,7,3.0,3404,2.0,0,0,3
320000.0,4,1550,8,2.25,7579,2.0,0,0,3
625504.0,3,1270,8,2.25,1566,2.0,0,0,3
592500.0,4,2240,9,2.5,12032,1.0,0,0,3
465000.0,3,2714,9,2.5,17936,2.0,0,0,3
477000.0,4,1720,8,2.75,6270,2.0,0,0,3
280000.0,2,850,6,1.0,16400,1.0,0,0,3
1510000.0,5,3300,9,3.0,33474,1.0,0,3,3
445838.0,3,2250,8,2.5,5692,2.0,0,0,3
1070000.0,2,3900,8,2.25,14864,1.0,0,3,3
467000.0,2,1320,8,1.5,10800,1.0,0,0,4
686000.0,4,2760,10,2.5,6440,2.0,0,0,3
279950.0,3,1750,7,2.0,9750,1.0,0,0,3
527000.0,4,2330,8,2.25,19436,2.0,0,0,3
325000.0,3,2220,8,2.25,16020,1.0,0,0,4
328000.0,3,2020,7,2.25,8379,2.0,0,0,3
390000.0,3,1250,7,2.25,7500,1.0,0,0,5
479950.0,2,1510,8,2.0,6516,1.0,0,0,3
264950.0,4,1720,7,2.25,9753,1.0,0,0,4
235000.0,3,1430,7,1.0,15246,1.0,0,0,4
516500.0,3,1480,7,2.5,4729,2.0,0,0,3
655000.0,2,1450,7,1.75,15798,2.0,1,4,3
500000.0,4,2280,7,2.75,15347,1.0,0,0,5
315000.0,6,2940,8,2.75,7350,1.0,0,0,3
213000.0,2,1000,6,1.0,10200,1.0,0,0,3
475000.0,3,2480,7,1.5,5280,1.5,0,0,5
1030000.0,5,3760,10,4.0,28040,2.0,0,0,3
416000.0,3,2220,7,2.0,94300,1.0,0,0,5
410000.0,4,1970,7,1.0,4740,1.5,0,0,3
472000.0,6,4410,9,2.5,14034,1.0,0,2,4
225000.0,3,1430,7,1.75,8505,1.0,0,0,4
210000.0,2,830,6,1.0,6000,1.0,0,0,3
455000.0,2,1430,7,1.0,5000,1.5,0,0,2
225000.0,3,1300,6,1.0,8316,1.0,0,0,4
480000.0,2,1030,7,1.0,3060,1.0,0,2,4
363000.0,3,2740,9,2.5,11872,2.0,0,0,3
181000.0,2,720,6,1.5,5120,1.0,0,0,3
250000.0,4,2010,7,2.0,7312,1.0,0,0,4
481000.0,3,1560,6,1.75,3000,1.0,0,0,4
260000.0,3,1810,7,2.0,7209,1.0,0,0,4
455000.0,4,3360,9,2.5,7685,2.0,0,0,3
415000.0,3,1510,8,2.25,36224,2.0,0,0,3
349500.0,3,1400,7,1.0,3538,1.0,0,0,3
245000.0,3,1730,7,2.5,7442,2.0,0,0,3
592500.0,2,1420,7,2.0,9191,1.5,0,2,5
385000.0,4,2360,7,1.75,7620,1.0,0,0,4
315000.0,3,1580,7,1.75,11455,1.0,0,0,4
255000.0,3,1230,7,1.0,10170,1.0,0,0,3
693000.0,4,2460,8,2.5,4425,2.0,0,0,3
780000.0,3,1660,8,1.0,4400,1.5,0,0,3
237000.0,3,1270,7,1.75,8470,1.0,0,0,4
525000.0,3,2100,10,2.25,40510,2.0,0,0,3
425000.0,2,770,5,1.0,5040,1.0,0,0,3
369900.0,1,760,5,0.75,10079,1.0,1,4,5
290000.0,4,1700,7,2.5,7280,2.0,0,0,4
285000.0,3,1120,7,1.0,10701,1.0,0,0,3
415000.0,2,1070,7,1.0,4500,1.0,0,0,3
272500.0,3,2070,8,2.5,9900,1.0,0,0,3
1370000.0,4,5310,11,4.75,57346,2.0,0,0,4
436000.0,2,1040,7,1.0,7538,1.0,0,0,4
210000.0,3,1700,7,1.0,11390,1.0,0,0,4
236000.0,3,1300,7,1.0,5898,1.0,0,0,3
331000.0,3,1080,7,1.75,1306,1.0,0,0,3
365000.0,3,2653,8,2.5,4510,2.0,0,0,3
450000.0,3,2290,8,2.0,16258,1.0,0,0,5
770000.0,4,3820,9,2.75,26300,2.0,0,0,3
455000.0,4,2210,8,2.5,49375,1.0,0,0,3
405000.0,3,2390,6,1.75,6000,1.0,0,0,3
304900.0,4,2600,7,1.75,11325,1.0,0,0,4
170000.0,2,860,6,1.0,5265,1.0,0,0,3
2050000.0,5,3830,9,3.0,8480,2.0,0,1,5
780000.0,4,3500,9,2.5,7048,2.0,0,0,3
330000.0,3,2420,8,3.0,13959,1.0,0,0,4
370000.0,4,2720,9,2.5,8666,2.0,0,0,3
467000.0,5,2500,7,2.25,13500,1.0,0,0,3
405000.0,3,1670,7,1.75,6720,1.0,0,0,3
675000.0,5,2900,8,2.25,10300,1.0,0,0,3
500000.0,2,1640,7,1.0,14100,1.0,0,0,4
389999.0,4,1890,7,2.5,15770,2.0,0,0,4
630000.0,4,2950,8,1.75,9025,1.0,0,2,4
360000.0,4,2160,9,2.5,9528,2.0,0,0,3
580000.0,4,3280,8,3.0,11060,2.0,0,0,3
550000.0,3,1970,8,2.0,4166,2.0,0,3,5
879000.0,4,3360,10,2.5,22111,2.0,0,0,3
265000.0,3,1320,7,2.0,8959,1.0,0,0,3
446500.0,3,2650,8,2.5,7286,2.0,0,0,3
404000.0,3,2030,7,1.5,8880,1.0,0,0,3
267500.0,3,1590,7,1.75,11914,1.0,0,2,3
335000.0,3,2440,8,2.5,7632,2.0,0,0,3
576000.0,3,1940,7,2.5,9000,1.0,0,0,4
208633.0,3,2040,8,2.5,3810,2.0,0,0,3
315000.0,3,2200,7,2.25,8750,1.0,0,0,4
725000.0,3,1920,8,1.75,3300,1.0,0,0,4
550000.0,4,1800,8,2.75,7750,1.0,0,0,4
610750.0,4,2180,8,2.25,7297,2.0,0,0,3
550700.0,2,1010,6,1.0,5000,1.5,0,0,4
665000.0,4,3320,8,2.75,10574,2.0,0,0,5
834000.0,4,2370,8,2.5,4000,1.5,0,2,5
201000.0,5,1660,6,1.75,78408,1.5,0,0,3
1380000.0,4,4290,11,3.25,12103,1.0,0,3,3
1400000.0,4,4290,11,3.25,12103,1.0,0,3,3
305000.0,4,1950,8,2.25,7700,1.0,0,0,3
487000.0,3,2590,8,2.0,14052,1.0,0,0,5
390000.0,3,1930,8,2.5,64904,1.0,0,0,4
548000.0,2,1470,7,1.0,3864,1.0,0,0,4
268750.0,4,800,6,1.0,8775,1.0,0,0,3
819900.0,5,3150,9,2.75,7119,2.0,0,0,3
520000.0,3,2030,8,2.25,16200,2.0,0,0,3
230000.0,3,1450,7,2.0,11204,1.0,0,0,3
240000.0,3,1510,7,1.75,10248,1.0,0,0,3
232000.0,2,1240,6,1.0,12092,1.0,0,0,3
240500.0,2,1240,6,1.0,12092,1.0,0,0,3
274975.0,3,3030,9,2.5,45004,2.0,0,0,3
740000.0,4,2050,9,2.0,4400,1.5,0,0,4
186375.0,3,1000,7,1.0,7636,1.0,0,0,2
790000.0,3,2370,9,2.25,10289,1.0,0,0,4
880000.0,4,2800,9,3.5,6750,2.0,0,0,3
279000.0,6,2240,7,1.75,11180,2.0,0,0,4
295000.0,3,1810,8,2.0,10530,1.0,0,2,3
640000.0,2,1070,7,1.0,5000,1.0,0,0,3
940000.0,4,2490,9,2.0,9525,2.0,0,0,5
260000.0,4,1960,7,2.5,5238,2.0,0,0,3
559900.0,3,2930,9,2.75,5569,1.0,0,0,3
791500.0,4,1510,7,2.0,3500,1.5,0,0,5
265000.0,3,1420,7,1.75,8250,1.0,0,0,3
245000.0,3,1740,7,1.75,11547,1.0,0,0,3
485000.0,4,2560,7,1.75,43995,2.0,0,0,4
684000.0,4,3040,9,3.5,8414,2.0,0,0,3
425000.0,3,2500,8,1.75,6840,1.0,0,0,3
309600.0,4,1275,6,1.75,20000,1.0,0,0,4
552250.0,4,2580,8,2.5,5823,2.0,0,0,3
165000.0,4,1000,6,1.0,7134,1.0,0,0,3
239900.0,4,1000,6,1.0,7134,1.0,0,0,3
320000.0,2,1070,6,1.0,32633,1.0,0,0,4
206600.0,3,1390,7,2.0,13464,1.0,0,0,4
387000.0,4,2500,7,1.75,7690,1.0,0,0,3
299000.0,1,560,4,0.75,12120,1.0,0,0,3
855000.0,4,2270,9,2.75,10460,2.0,0,0,3
315000.0,3,1900,7,1.0,14400,1.0,0,0,4
437500.0,2,990,7,1.0,3120,1.0,0,2,5
252000.0,4,1550,7,1.5,19800,1.0,0,0,4
375000.0,4,2200,7,1.75,7475,1.0,0,0,5
300000.0,4,1910,7,2.5,4862,2.0,0,0,3
420000.0,4,1750,7,1.0,9600,1.5,0,0,4
900000.0,3,1330,7,1.0,77972,1.0,0,0,3
679900.0,3,2440,9,2.5,5750,2.0,0,2,3
463000.0,3,1640,7,2.5,29970,2.0,0,0,3
380000.0,5,2760,9,2.5,11340,2.0,0,0,4
329500.0,4,1820,7,2.5,7912,2.0,0,0,3
604950.0,3,2110,8,2.5,5608,1.0,0,0,3
795000.0,5,3040,8,2.5,9570,1.0,0,2,4
465000.0,3,1840,7,2.0,40438,2.0,0,0,3
673000.0,4,2990,9,2.5,10400,2.0,0,0,3
810000.0,4,3520,10,2.5,15420,2.0,0,0,3
785000.0,4,2440,8,2.75,69415,1.0,0,0,4
338000.0,4,2090,7,3.0,7500,1.0,0,0,3
280000.0,3,1430,7,2.25,7222,2.0,0,0,3
315000.0,4,2180,7,2.25,10754,1.0,0,0,5
530000.0,4,2180,7,2.25,10754,1.0,0,0,5
380000.0,5,3450,9,3.0,9914,2.0,0,0,3
297000.0,3,1450,7,2.25,7562,2.0,0,0,3
730000.0,4,3230,10,2.5,7331,2.0,0,0,3
450000.0,3,1640,7,1.75,13500,1.0,0,0,3
275000.0,3,1590,7,3.0,7750,1.0,0,0,3
595000.0,4,2020,7,2.0,2849,2.0,0,0,3
435000.0,3,1300,7,1.5,3348,1.5,0,0,3
950000.0,3,4040,10,3.0,14338,2.0,0,0,3
389000.0,4,2130,7,2.25,5337,2.0,0,0,3
560000.0,4,2550,8,2.25,7800,1.0,0,0,3
1350000.0,5,4800,11,3.5,14984,2.0,0,2,3
799000.0,4,2510,8,2.25,11585,2.0,0,0,4
365500.0,3,1410,7,2.0,9600,1.0,0,0,4
252350.0,3,1650,7,2.0,7352,1.0,0,0,3
403950.0,4,2120,8,2.5,13780,2.0,0,0,3
385000.0,4,2040,7,1.5,10726,1.0,0,0,3
345000.0,4,1550,7,1.0,7620,1.5,0,0,3
490000.0,3,1980,9,2.75,3128,2.0,0,0,4
330000.0,3,1600,8,2.5,26977,2.0,0,0,3
927000.0,4,3300,8,2.75,12090,2.0,0,0,3
1120000.0,4,3840,10,2.5,16619,2.0,0,1,4
330000.0,2,1220,7,1.0,10000,1.0,0,0,5
530000.0,5,2720,7,2.25,8800,1.0,0,0,4
365000.0,4,1940,8,2.0,25600,1.0,0,0,1
378750.0,3,2160,7,2.5,3000,1.5,0,0,3
269900.0,4,1530,7,1.75,8750,1.5,0,0,4
557000.0,3,1710,8,3.5,2096,2.0,0,0,3
360000.0,4,3730,7,1.75,16980,1.0,0,0,4
352000.0,2,940,7,1.0,5000,1.0,0,0,4
437000.0,3,1750,8,2.5,22357,2.0,0,0,3
322500.0,4,1820,7,2.5,6753,2.0,0,0,3
650000.0,3,1510,9,3.25,2000,2.0,0,0,3
450000.0,3,1290,8,2.0,1213,3.0,0,0,3
278500.0,3,1570,7,2.0,5250,1.0,0,0,3
364950.0,4,1930,8,2.5,6957,2.0,0,0,3
840000.0,4,2840,10,3.5,40139,1.0,0,4,4
268000.0,3,1550,7,2.5,8134,2.0,0,0,3
517534.0,2,833,5,1.0,143947,1.0,0,0,3
632925.0,3,2990,8,2.5,32239,2.0,0,0,4
577500.0,3,2000,9,2.5,7251,2.0,0,0,3
339000.0,4,2390,7,1.5,7480,1.5,0,2,3
570000.0,3,2910,7,1.75,37461,1.0,0,0,4
563500.0,4,2085,7,1.75,174240,1.0,0,0,3
423000.0,4,2200,7,2.25,9351,1.0,0,0,5
355000.0,3,1860,8,2.25,5028,2.0,0,0,3
482000.0,2,950,7,1.0,3960,1.0,0,0,3
625000.0,3,1600,7,1.75,9135,1.0,0,0,5
538000.0,3,2250,8,2.5,11632,2.0,0,0,3
380000.0,3,2280,8,2.5,10255,2.0,0,0,4
375000.0,2,940,7,1.0,5120,1.0,0,0,3
245000.0,3,1530,7,2.5,8500,1.0,0,0,5
310000.0,5,2190,7,1.75,27260,1.0,0,0,4
1300000.0,3,2350,8,2.0,15021,1.0,0,0,4
397000.0,4,1440,7,2.0,7680,1.0,0,0,3
365000.0,3,2200,8,2.5,4052,2.0,0,0,3
328500.0,4,2290,9,3.0,8250,2.0,0,0,3
988000.0,4,4040,11,3.0,19700,2.0,0,0,3
1000000.0,4,2610,8,2.5,3277,1.5,0,0,5
237000.0,3,1490,7,2.5,2138,2.0,0,0,3
525000.0,4,2450,8,2.5,5280,2.0,0,0,3
749000.0,4,1710,9,2.5,9627,1.0,0,0,3
722500.0,5,4870,10,2.5,11800,2.0,0,0,3
843000.0,3,3130,10,2.5,8750,2.0,0,0,3
438000.0,2,1270,8,2.0,1372,3.0,0,0,3
578000.0,3,2120,8,1.75,10875,1.0,0,2,3
227950.0,3,1670,7,1.5,8230,1.0,0,0,5
196000.0,3,2070,7,2.25,11576,2.0,0,0,3
641000.0,2,1420,8,1.0,5332,1.0,0,0,3
205000.0,3,940,7,1.0,7980,1.0,0,0,4
400000.0,3,1920,7,1.75,9102,1.0,0,0,3
1030000.0,3,3545,10,2.5,9816,1.0,0,0,3
505000.0,3,1260,7,2.0,5460,1.0,0,0,3
475000.0,5,2340,7,2.5,7200,1.0,0,0,3
520000.0,3,2590,8,2.25,9263,1.0,0,0,5
1450000.0,3,3970,10,4.5,24920,2.0,0,2,3
333500.0,3,1220,7,1.75,9732,1.0,0,0,3
232000.0,3,1400,6,1.0,10403,1.0,0,0,4
691100.0,3,2360,8,2.75,16117,1.0,0,0,4
811000.0,3,1870,8,1.75,9897,1.0,0,0,4
551000.0,3,2830,9,2.5,5802,2.0,0,0,3
496500.0,3,2260,8,2.5,3640,2.0,0,0,3
705000.0,3,1970,9,3.0,20978,2.0,1,3,4
578000.0,4,3140,9,2.5,9225,1.0,0,2,5
255000.0,3,1240,7,1.75,8659,1.0,0,0,5
1050000.0,4,3450,10,3.5,7832,2.0,0,0,3
348000.0,3,2570,8,2.25,8491,2.0,0,0,4
230000.0,3,1510,7,2.0,3413,2.0,0,0,3
359500.0,4,2390,9,2.25,11250,2.0,0,0,3
330000.0,3,980,6,1.0,7000,1.0,0,0,3
80000.0,1,430,4,0.75,5050,1.0,0,0,2
465000.0,3,1480,7,1.75,6360,1.0,0,0,3
325000.0,4,1850,8,2.5,7324,2.0,0,0,3
340500.0,3,2270,7,2.0,28025,1.0,0,0,4
342500.0,3,1810,8,2.5,5192,2.0,0,0,3
290900.0,2,1610,6,2.0,17600,2.0,0,0,3
868700.0,3,3840,10,4.25,6161,2.0,0,0,3
1200000.0,4,4110,9,2.75,8400,2.0,0,1,3
1150000.0,4,4190,11,3.25,10259,2.0,0,0,3
859900.0,4,3390,9,2.75,6298,2.0,0,0,3
520000.0,4,1890,7,2.25,3006,2.0,0,0,3
460000.0,3,1610,9,2.5,2527,2.0,0,2,3
438924.0,3,1050,7,1.5,4590,1.0,0,0,3
315000.0,2,630,5,1.0,6550,1.0,0,0,3
590000.0,4,2910,8,2.75,10650,1.0,0,2,3
378500.0,4,1700,7,1.75,8640,1.0,0,0,3
328500.0,3,1950,9,2.5,8130,2.0,0,0,4
849950.0,3,2990,8,3.0,9773,2.0,0,0,4
525000.0,3,1350,7,1.5,6000,1.0,0,2,3
1390000.0,4,4860,9,3.25,181319,2.5,0,0,3
295000.0,4,2160,8,2.5,7725,1.0,0,0,4
1070000.0,6,4860,11,3.5,11793,2.0,0,0,3
207950.0,2,890,6,2.0,5000,1.0,0,0,3
699900.0,4,2810,9,2.75,7302,2.0,0,0,3
